Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Egypt,2016,100,99.8,38.97,312350000,5.31,174.07,0,15.5,8.176399,10278.024,3.64,,4.131468,,,103,1001450,26.820553,30.802498
Tunisia,2018,99.8,99.8,31.97,18600000,11.91,18.88,0,0.64,3.2786884,10208.622,3.85,29889.99939,,2.510907072,3680.892597,76,163610,33.886917,9.537499
Grenada,2016,91.73787,90.85,20.55,,11.4,0.2,0,0,0,10175.044,2.4,280.0000012,,3.739651388,9628.259169,331,349,12.1165,-61.679
Tunisia,2019,100,99.8,33.01,80070000,12.2,19.73,0,0.82,3.9902678,10128.142,3.75,29909.99985,,1.401976676,3574.654024,76,163610,33.886917,9.537499
Colombia,2020,100,93.2,266.33,,,27.17,0,49.97,64.77833,10064.389,,,30.772787,-6.795758107,5334.556042,46,1138910,4.570868,-74.297333
Dominica,2020,100,88.9,98.83,,,0.12,0,0.04,25,10056.246,,,,-16.60491154,7003.859021,96,751,15.414999,-61.370976
Gabon,2017,86.27,86.8,161.22,120000,90.1,1.25,0,0.94,42.922375,10052.3955,6.75,5329.999924,,0.472642031,7230.434912,9,267667,-0.803689,11.609444
Tunisia,2017,100,99.8,31.21,4870000,11.82,18.57,0,0.6,3.1298907,10039.691,3.92,29959.99908,,2.244200968,3687.777461,76,163610,33.886917,9.537499
Belize,2016,93.22231,82.8,277.93,1690000,33.38,0.21,0,0.32,60.37736,10002.819,5.75,649.9999762,,-0.033233632,4856.973249,17,22966,17.189877,-88.49765
Saint Vincent and the Grenadines,2018,100,94.7,62.7,,4.93,0.12,0,0.02,14.285714,9998.609,2.67,,,,,284,389,12.984305,-61.287228
Namibia,2017,52.5,45.6,177.82,37150000,29.94,0.06,0,1.68,96.55173,9969.967,3.44,4269.999981,,-1.027250827,5367.114674,3,824292,-22.95764,18.49041
Peru,2019,95.55136,83.25,203.26,1090000,27.12,22.16,0,34.41,60.827293,9949.632,2.6,56750,26.621336,2.203974749,7027.612207,26,1285216,-9.189967,-75.015152
Egypt,2019,100,99.9,59.16,340400000,5.3,173.86,0,20.75,10.662351,9919.544,3.41,,5.1698976,,,103,1001450,26.820553,30.802498
Peru,2018,95.2,81.5,194.51,68750000,27.89,21.4,0,33.28,60.863205,9887.749,2.56,54590.00015,26.795403,3.96915687,6957.793411,26,1285216,-9.189967,-75.015152
Belize,2019,92.72,82.1,263.4,260000,29.09,0.41,0,0.47,53.409092,9883.737,6.12,639.9999857,,1.762797913,5078.809944,17,22966,17.189877,-88.49765
Botswana,2017,67.4,63,1.54,20000,26.12,2.84,0,0,0,9879.757,2.98,7329.999924,,4.00344974,7296.092142,4,581730,-22.328474,24.684866
Namibia,2016,49.7,45.2,162.61,11630000,29.33,0.06,0,1.41,95.918365,9860.743,3.36,4130.000114,,0.03379445,4546.986688,3,824292,-22.95764,18.49041
Jordan,2020,99.9,99.9,186.5,,,15.72,0,4.32,21.556887,9838.043,,,,-1.551384466,4282.765825,115,89342,30.585164,36.238414
Dominican Republic,2016,98.9,89.5,83.72,81910000,15.31,16.53,0,2.14,11.462239,9835.123,2.21,24590.00015,,6.659200263,7280.88361,225,48670,18.735693,-70.162651
Cuba,2018,99.52121,93.5,66.87,7200000,24.11,17.64,0,2,10.1833,9819.157,1.37,26709.99908,,2.248480393,8824.194008,106,110860,21.521757,-77.781167
Gabon,2016,88.20383,86.2,165.79,40720000,80.77,1.28,0,0.96,42.857143,9740.699,7.11,6420.000076,,2.091442208,6984.419712,9,267667,-0.803689,11.609444
Namibia,2018,54.002895,46,181.76,3050000,30.66,0.02,0,1.39,98.581566,9675.655,3.44,4230.000019,,1.059943471,5588.392864,3,824292,-22.95764,18.49041
Cuba,2019,99.8,93.6,95.74,5670000,21.54,16.54,0,2.99,15.309779,9606.213,1.27,25909.99985,,-0.164839982,9125.878679,106,110860,21.521757,-77.781167
Peru,2017,94.8,79.6,189.85,548830000,27.59,21.62,0,30.84,58.787647,9605.62,2.54,54270.00046,26.171818,2.518835442,6710.507602,26,1285216,-9.189967,-75.015152
Peru,2016,94.2,77.7,185.3,102310000,27.2,23.9,0,25.95,52.05617,9602.029,2.57,56860.00061,22.57668,3.953318715,6204.996457,26,1285216,-9.189967,-75.015152
Botswana,2018,68.22926,63.8,1.74,10000,25.76,2.96,0,0.01,0.33670032,9597.184,2.76,7309.999943,,3.98039539,7503.878588,4,581730,-22.328474,24.684866
Dominican Republic,2017,100,90,85.9,82190000,16.87,16.07,0,2.94,15.465545,9591.366,2.09,23549.99924,,4.666704677,7609.353275,225,48670,18.735693,-70.162651
Tunisia,2016,100,99.8,30.7,45640000,12.4,17.86,0,0.63,3.4072473,9585.773,3.88,29610.00061,,1.117425857,3924.363346,76,163610,33.886917,9.537499
Belize,2018,91.72,82.4,288.91,15950000,34.64,0.39,0,0.4,50.63291,9546.048,5.69,629.9999952,,2.906069731,5001.422157,17,22966,17.189877,-88.49765
Dominican Republic,2020,100,91.5,120.72,,,13.74,0,2.9,17.427885,9496.668,,,,-6.720239373,7268.19691,225,48670,18.735693,-70.162651
Botswana,2019,69.95974,63.9,2.65,,25.57,3.05,0,0.01,0.3267974,9467.984,2.69,7250,,2.992737635,7203.064221,4,581730,-22.328474,24.684866
Fiji,2019,99.71588,49.4,237.93,110000,26.48,0.42,0,0.71,62.83186,9417.632,2.15,1629.999995,,-0.445563044,6175.890653,49,18274,-17.713371,178.065032
Saint Vincent and the Grenadines,2016,99.80084,95.3,62.49,31690000,4.1,0.13,0,0.02,13.333333,9374.356,2.74,,,,,284,389,12.984305,-61.287228
Cuba,2017,99.23503,93.4,59.57,110970000,22,17.57,0,1.82,9.386282,9358.279,1.45,26239.99977,,1.809054399,8541.213686,106,110860,21.521757,-77.781167
Fiji,2018,99.372505,46.7,239.61,5620000,25.8,0.38,0,0.71,65.13761,9316.589,2.12,1629.999995,,3.81235097,6317.41372,49,18274,-17.713371,178.065032
Tunisia,2020,100,99.8,33.92,,,18.73,0,0.85,4.3411646,9290.702,,,,-9.182372594,3521.591948,76,163610,33.886917,9.537499
Namibia,2019,55.17709,46.5,199.41,20000,30.69,0.04,0,1.32,97.05882,9254.443,3.52,4219.99979,,-0.88809916,5009.685904,3,824292,-22.95764,18.49041
Egypt,2020,100,99.9,58.35,,,168.46,0,20.83,11.004279,9153.989,,,6.564624,,,103,1001450,26.820553,30.802498
Fiji,2020,100,51.4,236.38,,,0.4,0,0.7,63.636364,9030.606,,,,-15.71180398,5057.631913,49,18274,-17.713371,178.065032
Cuba,2020,100,93.8,105.79,,,15.47,0,3.13,16.827957,9007.181,,,,-10.94834097,9477.852873,106,110860,21.521757,-77.781167
Namibia,2020,56.258694,46.8,197.35,,,0.06,0,1.89,96.92307,8960.352,,,,-8.500149038,4179.278066,3,824292,-22.95764,18.49041
Grenada,2020,93.58645,89.1,29.81,,,0.2,0,0,0,8918.377,,,,-13.70773068,9261.551876,331,349,12.1165,-61.679
Botswana,2020,71.99476,64.7,2.61,,,2.05,0,0.01,0.48543692,8843.107,,,,-8.492893511,6404.899932,4,581730,-22.328474,24.684866
Cuba,2016,98.95479,93.2,53.82,31010000,19.2,17.64,0,1.74,8.978329,8800.3,1.54,27170.00008,,0.513761468,8060.796598,106,110860,21.521757,-77.781167
Gabon,2018,89.881516,87.4,157.08,20000,90.13,1.26,0,0.91,41.935482,8795.324,6.64,5119.999886,,0.837916581,7959.007267,9,267667,-0.803689,11.609444
Fiji,2017,96,44.6,238.59,50000,28.55,0.41,0,0.64,60.952385,8787.309,2.15,1649.999976,,5.353364937,6101.02389,49,18274,-17.713371,178.065032
Saint Vincent and the Grenadines,2019,100,94.5,67.91,,5.68,0.12,0,0.02,14.285714,8642.675,2.48,,,,,284,389,12.984305,-61.287228
Indonesia,2019,98.85,81.85,38.06,215790000,19.09,247.39,,48.04,16.261044,8474.4795,3.16,619840.0269,7.870309,5.018159715,4135.201531,151,1904569,-0.789275,113.921327
Gabon,2020,91.57156,88.1,149.56,,,1.19,0,1.01,45.90909,8367.068,,,,-1.83776093,6881.715192,9,267667,-0.803689,11.609444
Peru,2020,99.31181,85.1,201.09,,,19.1,0,33.72,63.839455,8365.432,,,30.744228,-11.14881188,6126.87454,26,1285216,-9.189967,-75.015152
Fiji,2016,96.561745,42.4,223.35,180000,27.68,0.36,0,0.6,62.500004,8094.5083,2.01,1519.999981,,2.445652008,5651.272721,49,18274,-17.713371,178.065032
Tajikistan,2019,99.63321,81.6,565.76,,38.56,1.42,0,19.17,93.10345,8041.5947,4.84,9420.000076,,7.399999638,890.5444024,68,144100,38.861034,71.276093
Indonesia,2018,98.51,78.7,36.64,1056140000,21.05,235.41,,48.38,17.047817,8026.891,3.19,576989.9902,7.393458,5.17429154,3893.859578,151,1904569,-0.789275,113.921327
Tajikistan,2020,99.7793,82.4,552.88,,,1.62,0,18.11,91.789154,7819.3896,,,,4.499999517,859.1379611,68,144100,38.861034,71.276093
Saint Vincent and the Grenadines,2020,100,94.2,67.69,,,0.11,0,0.04,26.666666,7788.496,,,,,,284,389,12.984305,-61.287228
Indonesia,2020,96.95,84.5,38.58,,,238.91,,52.91,18.131039,7771.042,,,9.8601465,-2.069543499,3869.588427,151,1904569,-0.789275,113.921327
Tajikistan,2018,99.3,80.9,566.26,,39.47,1.27,0,18.21,93.48049,7761.8164,4.73,8680.000305,,7.599999387,853.2188734,68,144100,38.861034,71.276093
Samoa,2019,99.2,35.3,142.74,,34.21,0.09,0,0.06,40,7697.959,4.44,300.0000119,,4.379825545,4322.868457,70,2831,-13.759029,-172.104629
Tajikistan,2016,99.20831,78.7,581.6,90000,41.16,0.56,0,16.47,96.71168,7461.84,4.8,6090.000153,,6.89999962,807.1025861,68,144100,38.861034,71.276093
Tajikistan,2017,99.3,79.7,567.41,334530000,41.69,0.92,0,16.96,94.85458,7440.846,4.7,7369.999886,,7.100001403,848.6723799,68,144100,38.861034,71.276093
Gabon,2019,90.726295,87.8,153.22,,89.88,1.25,0,1.01,44.690266,7427.6616,5.99,5250,,3.920808795,7766.996554,9,267667,-0.803689,11.609444
Indonesia,2017,98.14,75.1,35.74,300880000,26.15,222.64,,43.17,16.240925,7388.523,3.2,517320.0073,5.283774,5.069785901,3837.578024,151,1904569,-0.789275,113.921327
Samoa,2016,99.62329,32.4,85.61,0,36.82,0.09,0,0.05,35.714287,7356.9272,4.11,300.0000119,,8.126249353,4109.663228,70,2831,-13.759029,-172.104629
Samoa,2017,96.8,33.6,135.77,2050000,35.79,0.09,0,0.05,35.714287,7347.693,4.17,310.0000024,,1.042433719,4258.978767,70,2831,-13.759029,-172.104629
El Salvador,2019,97.36,90.75,230.3,1180000,19.39,1.84,0,4.15,69.28214,7271.5205,3.37,7800.000191,,2.382581398,4167.730939,313,21041,13.794185,-88.89653
Morocco,2019,99.6,98,89.71,413480000,10.69,32.38,0,7.6,19.009504,7267.464,3.34,71480.00336,7.547047,2.607935495,3235.00066,83,446550,31.791702,-7.09262
Belize,2020,97.113335,82.1,258.71,,,0.38,0,0.24,38.70968,7226.4336,,,,-14.01053215,4115.177008,17,22966,17.189877,-88.49765
Samoa,2020,100,36.5,141.8,,,0.1,0,0.06,37.5,7222.1904,,,,-2.5926083,4067.843459,70,2831,-13.759029,-172.104629
Samoa,2018,99.99448,34.6,136.05,,36.63,0.09,0,0.06,40,7217.7256,4.23,289.9999917,,-1.233162407,4187.504729,70,2831,-13.759029,-172.104629
Indonesia,2016,97.62,71.2,34.65,342330000,28.24,217.97,,39.58,15.367891,7212.07,3.19,482510.0098,5.47902,5.033069183,3562.816334,151,1904569,-0.789275,113.921327
Tonga,2019,98.4,82.1,74.17,2450000,1.77,0.06,0,0.01,14.285714,6863.2144,3.42,159.9999964,,0.734030017,4903.012138,147,747,-21.178986,-175.198242
Tonga,2017,98.36157,77.1,63.05,20470000,1.96,0.05,0,0.01,16.666668,6831.2397,2.84,180.0000072,,3.322432544,4513.432531,147,747,-21.178986,-175.198242
India,2019,97.308266,63.9,93.89,786330000,32.93,1273.59,45.16,303.16,21.475914,6731.805,4.28,2456300.049,8.849619,4.041554187,2100.751461,464,3287263,20.593684,78.96288
Morocco,2018,98.1,97.9,90.81,811630000,10.9,27.71,0,6.52,19.047619,6730.607,3.18,64959.99908,7.1069336,3.148502656,3226.982794,83,446550,31.791702,-7.09262
El Salvador,2020,100,91.8,232.16,,,1.29,0,4.97,79.39297,6715.608,,,,-8.581312158,3798.636521,313,21041,13.794185,-88.89653
El Salvador,2018,97,89.4,199.49,31910000,23.21,1.38,0,3.95,74.10882,6645.676,3.27,6809.999943,,2.432287587,4052.624775,313,21041,13.794185,-88.89653
India,2018,95.7,59.8,87.32,1764130000,32.82,1276.32,39.05,263.61,19.16807,6633.665,4.4,2451929.932,7.9128056,6.532989011,1996.915087,464,3287263,20.593684,78.96288
Morocco,2017,100,97.9,71.38,82050000,10.45,26.86,0,4.69,14.8652935,6580.7236,3.24,63520.00046,5.2868266,4.254603273,3035.454433,83,446550,31.791702,-7.09262
Morocco,2020,100,98.1,93.52,,,31.36,0,7.02,18.290775,6551.4155,,,7.633952,-6.29325316,3058.691689,83,446550,31.791702,-7.09262
Tonga,2020,100,84.1,73.33,,,0.06,0,0.01,14.285714,6542.066,,,,0.654698596,4624.823449,147,747,-21.178986,-175.198242
Morocco,2016,97.8,97.8,68.66,410030000,11.06,25.74,0,4.74,15.55118,6361.196,3.23,60319.99969,5.595185,1.05985639,2896.722196,83,446550,31.791702,-7.09262
India,2017,92.12495,55.8,78.55,861450000,32.41,1198.85,37.41,234.9,18.509884,6346.3545,4.47,2320409.912,7.511875,6.795383419,1980.66702,464,3287263,20.593684,78.96288
India,2020,99,67.9,97.29,,,1202.34,44.61,315.76,23.060581,6317.096,,,9.730037,-7.251754782,1927.707823,464,3287263,20.593684,78.96288
El Salvador,2016,96,86.9,154.53,67690000,20.71,2.34,0,3.68,61.12957,6231.5947,3.38,7170.000076,,2.545926086,3805.995686,313,21041,13.794185,-88.89653
India,2016,89.2178,51.4,68.18,2112780000,33.02,1155.52,37.9,208.21,17.558842,6184.2495,4.54,2195250,7.0113974,8.256305502,1732.554242,464,3287263,20.593684,78.96288
El Salvador,2017,96.8,88.2,182.96,222340000,24.99,1.55,0,3.94,71.76685,6173.1143,3.25,6380.000114,,2.246670039,3910.254403,313,21041,13.794185,-88.89653
Tonga,2018,99.13257,79.75,62.51,37000000,1.78,0.06,0,0.01,14.285714,5979.639,2.87,159.9999964,,0.300009404,4740.700272,147,747,-21.178986,-175.198242
Honduras,2018,91.6,47.2,177.18,99040000,49.76,3.8,0,6.11,61.654896,5896.7534,4.58,10050.00019,,3.84499477,2492.868968,89,112090,15.199999,-86.241905
Guatemala,2019,95.742004,48.6,163.26,56590000,62.92,5.51,0,8.3,60.101376,5851.735,4.24,19309.99947,,3.866856575,4638.634943,167,108889,15.783471,-90.230759
Eswatini,2018,73.91578,52.4,148.76,,66.07,0.04,0,0.71,94.666664,5823.5767,4.5,910.0000262,,2.371610521,4105.893683,67,17364,-26.522503,31.465866
Eswatini,2019,76.86944,53.8,147.22,,65.95,0.04,0,0.67,94.3662,5780.252,4.67,959.9999785,,2.61303529,3915.643467,67,17364,-26.522503,31.465866
Guatemala,2018,94.42924,46.95,165.96,11450000,64.12,5.08,0,9.04,64.02267,5774.4165,4.25,18319.99969,,3.322097997,4478.424646,167,108889,15.783471,-90.230759
Tonga,2016,97.02,75.1,34.02,2910000,2.03,0.05,0,0,0,5738.4834,2.77,150.000006,,6.571000501,4157.877249,147,747,-21.178986,-175.198242
Guatemala,2020,97.05527,50.1,160.21,,,4.41,0,9.01,67.138596,5734.4775,,,,-1.519328029,4603.339617,167,108889,15.783471,-90.230759
Guatemala,2017,93.3,45.7,162.75,860000,65.09,3.92,0,8.76,69.085175,5708.0923,4.24,16569.99969,,3.079851491,4454.04815,167,108889,15.783471,-90.230759
Honduras,2019,91.1,48.1,178.88,960000,45.96,5.39,0,5.73,51.528778,5640.568,4.3,10220.00027,,2.653066255,2556.456891,89,112090,15.199999,-86.241905
Eswatini,2020,79.7305,55.4,145.7,,,0.04,0,0.7,94.5946,5614.8906,,,,-1.85052471,3424.282212,67,17364,-26.522503,31.465866
Eswatini,2017,73.5,50.6,150.27,,65.54,0.04,0,0.63,94.02985,5553.8486,4.44,889.9999857,,2.026578156,3914.418484,67,17364,-26.522503,31.465866
Honduras,2017,86.5,47.1,170.62,86060000,45.92,4.19,0,5.41,56.354164,5456.1885,4.05,9260.000229,,4.842913911,2436.671636,89,112090,15.199999,-86.241905
Congo,2016,45.508327,27.4,42.79,90000,67.61,1.66,0,1.17,41.342754,5449.973,5.39,,,,,18,2345409,-4.1128,13.7289
Guatemala,2016,91.81558,44.3,160.83,13190000,63.34,4.88,0,7.16,59.468437,5357.698,4.37,17489.99977,,2.677802555,4173.301666,167,108889,15.783471,-90.230759
Eswatini,2016,63.43,49.2,151.73,,69.61,0.04,0,0.52,92.85714,5267.826,5.28,839.9999738,,1.062610193,3425.531957,67,17364,-26.522503,31.465866
Honduras,2016,91.6,46.5,157.73,176000000,52.77,4.77,0,4.79,50.1046,5242.269,4.81,9470.000267,,3.892972197,2326.297278,89,112090,15.199999,-86.241905
Philippines,2019,95.64508,46.5,62.55,2000000,26.73,83.3,0,22.78,21.47436,5104.391,2.68,145419.9982,10.227248,6.118525663,3485.340844,368,300000,12.879721,121.774017
Honduras,2020,93.20671,48.3,187.32,,,5.46,0,5.85,51.724136,5048.4497,,,,-8.964760184,2389.012431,89,112090,15.199999,-86.241905
Philippines,2018,94.448265,45.4,61.82,177920000,27.51,76.05,0,23.73,23.782322,5040.644,2.81,138570.0073,11.201896,6.341485571,3252.110274,368,300000,12.879721,121.774017
Philippines,2017,93,44.1,61.08,1510000,27.68,71.03,0,23.35,24.740412,4989.8896,2.89,133500,11.504091,6.930988326,3123.245642,368,300000,12.879721,121.774017
Sri Lanka,2019,99.75857,30.6,103.77,170000,49.91,10.18,0,5.71,35.934547,4973.5986,1.78,23780.00069,14.141156,2.255176529,3852.265603,341,65610,7.873054,80.771797
Sri Lanka,2016,97.5,26.9,92.86,61260000,50.92,9.01,0,4.68,34.185535,4878.142,1.91,21930.00031,12.23384,4.486634531,3886.291502,341,65610,7.873054,80.771797
Sri Lanka,2018,99.56487,29.4,101.89,200450000,51.4,7.92,0,7.04,47.058823,4876.866,1.76,21690.00053,18.060566,3.272000479,4059.20823,341,65610,7.873054,80.771797
Sri Lanka,2020,100,32.2,109.83,,,9.64,0,5.94,38.1258,4853.1104,,,15.967422,-3.569076137,3680.673477,341,65610,7.873054,80.771797
Sri Lanka,2017,97.5,28.2,96.99,211630000,49.33,10.1,0,4.59,31.245747,4726.284,1.81,23360.00061,12.293098,3.578169679,4077.043841,341,65610,7.873054,80.771797
Philippines,2016,92.066505,43.3,60.51,98890000,28.45,68.44,0,22.38,24.642149,4629.1177,2.93,121959.9991,11.97579,7.14945675,3073.654686,368,300000,12.879721,121.774017
Philippines,2020,96.842384,48,62.39,,,79.27,0,23.21,22.648321,4565.3384,,,11.04473,-9.573029875,3298.829586,368,300000,12.879721,121.774017
Nicaragua,2016,84.640114,51.7,104.88,178280000,49.54,2.09,0,2.38,53.243855,4451.653,4.46,5380.000114,,4.562954429,2107.57406,55,130370,12.865416,-85.207229
Pakistan,2018,72.783104,46.3,57.47,99120000,43.3,87.95,9.29,42.66,37.133667,4419.1685,4.48,187309.9976,9.416381,5.836417498,1482.213067,287,796095,30.375321,69.345116
Pakistan,2019,74.12769,47.8,56.71,302840000,43.36,86.44,9.07,40.52,36.455193,4400.1157,4.59,190570.0073,11.015738,1.144749605,1288.556325,287,796095,30.375321,69.345116
Nicaragua,2017,85.98984,52.85,105.52,65850000,48.91,2.08,0,2.3,52.511414,4376.1777,4.36,5480.000019,,4.632533981,2159.156714,55,130370,12.865416,-85.207229
Pakistan,2017,70.79,44.8,44.33,3386850000,42.09,91.08,8.11,32.39,30.779753,4348.8296,4.65,198830.0018,9.67495,5.554277437,1464.926195,287,796095,30.375321,69.345116
Pakistan,2020,75.37969,49.3,56.17,,,84.55,9.64,42.69,38.230564,4301.192,,,12.021025,-0.935389533,1188.859757,287,796095,30.375321,69.345116
Nicaragua,2018,87.11668,53.8,104.2,19750000,51.44,2.05,0,2.48,54.746136,4282.387,4.46,5110.000134,,-3.363687646,2014.575189,55,130370,12.865416,-85.207229
Nicaragua,2020,88.90738,56.2,110.41,,,2,0,2.42,54.75113,4237.677,,,,-1.977329393,1905.261152,55,130370,12.865416,-85.207229
Nicaragua,2019,88.05833,55.1,111.74,7660000,50.71,2.17,0,2.31,51.5625,4225.4365,4.68,5239.999771,,-3.674794578,1926.699694,55,130370,12.865416,-85.207229
Pakistan,2016,71.550224,43.3,43.22,903830000,43.69,82.57,5.44,35.64,33.222805,4163.3916,4.68,181110.0006,11.086973,5.526735845,1368.426961,287,796095,30.375321,69.345116
Mauritania,2019,45.830032,43,26.94,1000000,24.7,1.36,0,0.46,25.274725,4149.229,3.24,3950.000048,,5.75993059,1743.302901,5,1030700,21.00789,-10.940835
Mauritania,2018,44.312138,43.3,27.53,10000,25.17,1.26,0,0.43,25.443787,4074.3657,3.35,3690.000057,,4.526746225,1670.204165,5,1030700,21.00789,-10.940835
Cambodia,2019,84,32.6,91.27,360000,53.36,3.94,0,4.51,53.372787,4069.4607,4.68,16180.00031,,7.054106932,1643.121389,95,181035,12.565679,104.990963
Congo,2017,46.573948,29.5,44.35,,69.73,1.61,0,1.24,43.508774,3985.2053,5.64,,,,,18,2345409,-4.1128,13.7289
Mauritania,2017,42.9,43.2,16.15,18440000,26.54,1.18,0,0.33,21.854305,3923.3762,3.13,3490.00001,,6.270545694,1587.611263,5,1030700,21.00789,-10.940835
Cambodia,2020,86.4,36.8,95.03,,,3.83,0,4.62,54.674557,3918.6375,,,,-3.147589098,1543.669258,95,181035,12.565679,104.990963
Mauritania,2020,47.34842,42.6,26.22,,,1.29,0,0.48,27.118645,3884.7751,,,,-1.763321794,1701.991163,5,1030700,21.00789,-10.940835
Cambodia,2018,81.07565,28.9,86.74,15750000,56.38,2.96,0,5,62.81407,3674.9282,4.61,14579.99992,,7.469169207,1512.126989,95,181035,12.565679,104.990963
Angola,2019,45.6428,49.5,108.71,60000,54.69,4.38,0,11.02,71.55844,3667.4238,2.94,25209.99908,,-0.624644318,2809.626088,26,1246700,-11.202692,17.873887
Angola,2016,41.81313,47.8,61.19,93960000,49.03,4.2,0,6.01,58.863857,3661.5513,2.61,29760.00023,,-2.580049644,3506.073128,26,1246700,-11.202692,17.873887
Congo,2018,47.416676,31.05,43.25,20630000,69.34,1.82,0,1.15,38.72054,3605.2744,6.12,,,,,18,2345409,-4.1128,13.7289
Angola,2020,46.89061,50.2,115.43,,,4.49,0,12.1,72.9355,3527.16,,,,-5.39998739,1776.166868,26,1246700,-11.202692,17.873887
Zambia,2018,40.31789,11.9,140.76,54110000,82.28,2.24,0,13.89,86.11284,3494.5369,7.35,7730.000019,,4.034493897,1516.368371,25,752618,-13.133897,27.849332
Ghana,2020,85.87355,22.2,54.28,,,12.82,0,7.38,36.534653,3484.1567,,,,0.414443458,2205.529016,137,238533,7.946527,-1.023194
Zimbabwe,2018,45.572647,29.9,82.53,10000,80.23,3.73,0,5.46,59.412407,3441.9858,9.83,12380.00011,,4.82421054,1254.642265,38,390757,-19.015438,29.154857
Sao Tome and Principe,2019,74.9672,3,12.34,,37.09,0.08,0,0.01,11.111111,3418.4949,3.47,150.000006,,2.210855833,1987.579702,242,836,0.3301924,6.733343
Djibouti,2016,58.675446,8.75,0.39,1290000,24.91,0.08,0,0,0,3409.7095,2.23,419.9999869,,6.652650372,2802.166204,43,23200,11.825138,42.590275
Angola,2017,43.01326,48.4,82.43,,56.25,2.99,0,7.69,72.003746,3370.8962,2.51,24250,,-0.147212941,4095.810057,26,1246700,-11.202692,17.873887
Angola,2018,45.29,49.1,101.45,120000,57.36,2.93,0,9.9,77.162895,3366.3933,2.95,23959.99908,,-2.003629727,3289.643995,26,1246700,-11.202692,17.873887
Vanuatu,2018,61.754513,8.3,39.14,1780000,29.96,0.05,0,0.02,28.571428,3346.0903,3.8,209.9999934,,2.900230273,3125.404999,25,12189,-15.376706,166.959158
Papua New Guinea,2016,49.4,8.85,40.3,32340000,54.56,2.79,0,1.48,34.660423,3283.4167,5.18,7659.999847,,5.489573153,2509.629637,20,462840,-6.314993,143.95555
Myanmar,2018,66.22728,26.4,63.47,22170000,59.55,9.78,0,12.61,56.319786,3270.801,3.52,32939.99863,,6.404977325,1250.173691,83,676578,21.916221,95.955974
Sao Tome and Principe,2017,74.27,2.6,12.73,10000,38.42,0.08,0,0.01,11.111111,3250.4734,3.55,140.0000006,,3.848980918,1813.807434,242,836,0.3301924,6.733343
Sao Tome and Principe,2016,69.32052,2.3,12.19,310000,39.2,0.08,0,0.01,11.111111,3249.4163,3.58,129.9999952,,4.164768974,1700.097997,242,836,0.3301924,6.733343
Zimbabwe,2016,42.56173,29.8,62.88,30000,81.9,3.5,0,3.32,48.68035,3227.6802,10,11020.00046,,0.755869251,1464.588957,38,390757,-19.015438,29.154857
Sao Tome and Principe,2020,76.55909,3.3,12.11,,,0.09,0,0.01,10,3207.423,,,,3.089725555,2157.840446,242,836,0.3301924,6.733343
Myanmar,2017,69.814835,24,63.69,129660000,59.92,9.18,0,11.27,55.110023,3203.9011,3.72,32500,,5.7500645,1151.114462,83,676578,21.916221,95.955974
Zambia,2017,40.3,12.5,144.85,170340000,81.89,1.8,0,12.64,87.53463,3202.0718,7.44,6809.999943,,3.504336096,1535.196574,25,752618,-13.133897,27.849332
Myanmar,2019,68.35853,28.9,63.87,41330000,57.85,12.78,0,10.95,46.144123,3197.22,3.58,36720.00122,,6.750460146,1271.111575,83,676578,21.916221,95.955974
Myanmar,2020,70.397194,31.25,63.36,,,12.25,0,11.31,48.005093,3183.1047,,,,3.1737744,1467.604281,83,676578,21.916221,95.955974
Papua New Guinea,2019,59.662975,9.1,37.99,120000,53.09,3.16,0,1.28,28.828829,3159.5166,5.28,7579.999924,,4.480430608,2820.306397,20,462840,-6.314993,143.95555
Vanuatu,2019,64.59019,8,38.93,150000,31.86,0.05,0,0.02,28.571428,3154.4717,3.53,209.9999934,,3.912534737,3116.297759,25,12189,-15.376706,166.959158
Papua New Guinea,2018,55.727386,9,38.74,130000,52.96,3.13,0,1.27,28.863636,3150.1516,5.31,7559.999943,,-0.279252285,2801.371393,20,462840,-6.314993,143.95555
Sao Tome and Principe,2018,71,2.7,12.58,,37.85,0.08,0,0.01,11.111111,3149.711,3.49,140.0000006,,2.945268909,1953.513257,242,836,0.3301924,6.733343
Ghana,2019,83.5,22.4,55.23,3360000,41.8,9.37,0,7.32,43.858597,3135.595,2.85,20040.00092,,6.507774794,2246.625578,137,238533,7.946527,-1.023194
Djibouti,2018,60.564186,9.3,0.38,30470000,27.84,0.05,0,0,0,3133.4805,2.02,400.000006,,8.407662666,3141.861711,43,23200,11.825138,42.590275
Ghana,2018,80.4,22.2,56.21,28360000,41.48,8.3,0,6.07,42.24078,3112.291,2.92,18680.00031,,6.200077681,2260.860567,137,238533,7.946527,-1.023194
